📺央视频道,#genre#
浙江卫视,http://39.88.195.180:9003/hls/17/index.m3u8
东方卫视,http://39.88.195.180:9003/hls/18/index.m3u8
江苏卫视,http://39.88.195.180:9003/hls/19/index.m3u8
北京卫视,http://39.88.195.180:9003/hls/20/index.m3u8
安徽卫视,http://39.88.195.180:9003/hls/21/index.m3u8
天津卫视,http://39.88.195.180:9003/hls/22/index.m3u8
辽宁卫视,http://39.88.195.180:9003/hls/23/index.m3u8
东南卫视,http://39.88.195.180:9003/hls/25/index.m3u8
湖北卫视,http://39.88.195.180:9003/hls/26/index.m3u8
广东卫视,http://39.88.195.180:9003/hls/27/index.m3u8
黑龙江卫视,http://39.88.195.180:9003/hls/28/index.m3u8
重庆卫视,http://39.88.195.180:9003/hls/29/index.m3u8
江西卫视,http://39.88.195.180:9003/hls/30/index.m3u8
河北卫视,http://39.88.195.180:9003/hls/31/index.m3u8
四川卫视,http://39.88.195.180:9003/hls/32/index.m3u8
河南卫视,http://39.88.195.180:9003/hls/33/index.m3u8
广西卫视,http://39.88.195.180:9003/hls/34/index.m3u8
深圳卫视,http://14.155.134.153:8088/hls/2/index.m3u8
嘉佳卡通卫视,http://14.155.134.153:8088/hls/27/index.m3u8
广东卫视,http://14.155.134.153:8088/hls/28/index.m3u8
南方卫视,http://14.155.134.153:8088/hls/31/index.m3u8
东方卫视,http://14.155.134.153:8088/hls/34/index.m3u8
浙江卫视,http://14.155.134.153:8088/hls/35/index.m3u8
江苏卫视,http://14.155.134.153:8088/hls/36/index.m3u8
湖南卫视,http://14.155.134.153:8088/hls/37/index.m3u8
湖北卫视,http://14.155.134.153:8088/hls/38/index.m3u8
河南卫视,http://14.155.134.153:8088/hls/40/index.m3u8
河北卫视,http://14.155.134.153:8088/hls/41/index.m3u8
江西卫视,http://14.155.134.153:8088/hls/42/index.m3u8
安徽卫视,http://14.155.134.153:8088/hls/43/index.m3u8
四川卫视,http://14.155.134.153:8088/hls/44/index.m3u8
重庆卫视,http://14.155.134.153:8088/hls/45/index.m3u8
云南卫视,http://14.155.134.153:8088/hls/46/index.m3u8
山东卫视,http://14.155.134.153:8088/hls/47/index.m3u8
辽宁卫视,http://14.155.134.153:8088/hls/48/index.m3u8
海南卫视,http://14.155.134.153:8088/hls/49/index.m3u8
黑龙江卫视,http://14.155.134.153:8088/hls/51/index.m3u8
青海卫视,http://14.155.134.153:8088/hls/56/index.m3u8
甘肃卫视,http://14.155.134.153:8088/hls/57/index.m3u8
内蒙古卫视,http://14.155.134.153:8088/hls/59/index.m3u8
重庆卫视,http://27.9.178.146:8082/hls/17/index.m3u8
浙江卫视,http://27.9.178.146:8082/hls/18/index.m3u8
江苏卫视,http://27.9.178.146:8082/hls/19/index.m3u8
东方卫视,http://27.9.178.146:8082/hls/20/index.m3u8
湖南卫视,http://27.9.178.146:8082/hls/21/index.m3u8
东南卫视,http://27.9.178.146:8082/hls/22/index.m3u8
云南卫视,http://27.9.178.146:8082/hls/23/index.m3u8
安徽卫视,http://27.9.178.146:8082/hls/24/index.m3u8
辽宁卫视,http://27.9.178.146:8082/hls/25/index.m3u8
北京卫视,http://27.9.178.146:8082/hls/26/index.m3u8
广东卫视,http://27.9.178.146:8082/hls/27/index.m3u8
河南卫视,http://27.9.178.146:8082/hls/28/index.m3u8
贵州卫视,http://27.9.178.146:8082/hls/29/index.m3u8
湖北卫视,http://27.9.178.146:8082/hls/30/index.m3u8
宁夏卫视,http://27.9.178.146:8082/hls/31/index.m3u8
新疆卫视,http://27.9.178.146:8082/hls/32/index.m3u8
山东卫视,http://27.9.178.146:8082/hls/33/index.m3u8
陕西卫视,http://27.9.178.146:8082/hls/34/index.m3u8
天津卫视,http://27.9.178.146:8082/hls/35/index.m3u8
西藏卫视,http://27.9.178.146:8082/hls/36/index.m3u8
甘肃卫视,http://27.9.178.146:8082/hls/37/index.m3u8
内蒙古卫视,http://27.9.178.146:8082/hls/38/index.m3u8
黑龙江卫视,http://27.9.178.146:8082/hls/39/index.m3u8
山西卫视,http://27.9.178.146:8082/hls/40/index.m3u8
青海卫视,http://27.9.178.146:8082/hls/41/index.m3u8
广西卫视,http://27.9.178.146:8082/hls/42/index.m3u8
河北卫视,http://27.9.178.146:8082/hls/43/index.m3u8
四川卫视,http://27.9.178.146:8082/hls/44/index.m3u8
吉林卫视,http://27.9.178.146:8082/hls/45/index.m3u8
江西卫视,http://27.9.178.146:8082/hls/46/index.m3u8
深圳卫视,http://27.9.178.146:8082/hls/47/index.m3u8
海南卫视,http://27.9.178.146:8082/hls/48/index.m3u8
深圳卫视,http://14.155.128.154:8088/hls/2/index.m3u8
嘉佳卡通卫视,http://14.155.128.154:8088/hls/27/index.m3u8
广东卫视,http://14.155.128.154:8088/hls/28/index.m3u8
南方卫视,http://14.155.128.154:8088/hls/31/index.m3u8
东方卫视,http://14.155.128.154:8088/hls/34/index.m3u8
浙江卫视,http://14.155.128.154:8088/hls/35/index.m3u8
江苏卫视,http://14.155.128.154:8088/hls/36/index.m3u8
湖南卫视,http://14.155.128.154:8088/hls/37/index.m3u8
湖北卫视,http://14.155.128.154:8088/hls/38/index.m3u8
河南卫视,http://14.155.128.154:8088/hls/40/index.m3u8
河北卫视,http://14.155.128.154:8088/hls/41/index.m3u8
江西卫视,http://14.155.128.154:8088/hls/42/index.m3u8
安徽卫视,http://14.155.128.154:8088/hls/43/index.m3u8
四川卫视,http://14.155.128.154:8088/hls/44/index.m3u8
重庆卫视,http://14.155.128.154:8088/hls/45/index.m3u8
云南卫视,http://14.155.128.154:8088/hls/46/index.m3u8
山东卫视,http://14.155.128.154:8088/hls/47/index.m3u8
辽宁卫视,http://14.155.128.154:8088/hls/48/index.m3u8
海南卫视,http://14.155.128.154:8088/hls/49/index.m3u8
黑龙江卫视,http://14.155.128.154:8088/hls/51/index.m3u8
青海卫视,http://14.155.128.154:8088/hls/56/index.m3u8
甘肃卫视,http://14.155.128.154:8088/hls/57/index.m3u8
内蒙古卫视,http://14.155.128.154:8088/hls/59/index.m3u8
北京卫视,http://114.252.242.235:10443/hls/16/index.m3u8
湖南卫视,http://114.252.242.235:10443/hls/19/index.m3u8
黑龙江卫视,http://114.252.242.235:10443/hls/20/index.m3u8
深圳卫视,http://114.252.242.235:10443/hls/21/index.m3u8
江苏卫视,http://114.252.242.235:10443/hls/22/index.m3u8
东方卫视,http://114.252.242.235:10443/hls/23/index.m3u8
浙江卫视,http://114.252.242.235:10443/hls/24/index.m3u8
湖北卫视,http://114.252.242.235:10443/hls/25/index.m3u8
天津卫视,http://114.252.242.235:10443/hls/26/index.m3u8
广东卫视,http://114.252.242.235:10443/hls/27/index.m3u8
山东卫视,http://114.252.242.235:10443/hls/28/index.m3u8
辽宁卫视,http://114.252.242.235:10443/hls/29/index.m3u8
安徽卫视,http://114.252.242.235:10443/hls/30/index.m3u8
北京卫视,http://36.48.107.148:8082/hls/11/index.m3u8
天津卫视,http://36.48.107.148:8082/hls/12/index.m3u8
黑龙江卫视,http://36.48.107.148:8082/hls/16/index.m3u8
东方卫视,http://36.48.107.148:8082/hls/17/index.m3u8
浙江卫视,http://36.48.107.148:8082/hls/18/index.m3u8
江苏卫视,http://36.48.107.148:8082/hls/19/index.m3u8
山东卫视,http://36.48.107.148:8082/hls/22/index.m3u8
湖北卫视,http://36.48.107.148:8082/hls/24/index.m3u8
湖南卫视,http://36.48.107.148:8082/hls/25/index.m3u8
广东卫视,http://36.48.107.148:8082/hls/26/index.m3u8
深圳卫视,http://36.48.107.148:8082/hls/27/index.m3u8
云南卫视,http://36.48.107.148:8082/hls/30/index.m3u8
四川卫视,http://36.48.107.148:8082/hls/31/index.m3u8
陕西卫视,http://36.48.107.148:8082/hls/32/index.m3u8
吉林卫视,http://175.20.190.188:888/hls/21/index.m3u8
北京卫视,http://175.20.190.188:888/hls/34/index.m3u8
东方卫视,http://175.20.190.188:888/hls/35/index.m3u8
江苏卫视,http://175.20.190.188:888/hls/36/index.m3u8
浙江卫视,http://175.20.190.188:888/hls/37/index.m3u8
湖南卫视,http://175.20.190.188:888/hls/38/index.m3u8
辽宁卫视,http://175.20.190.188:888/hls/39/index.m3u8
天津卫视,http://175.20.190.188:888/hls/40/index.m3u8
安徽卫视,http://175.20.190.188:888/hls/42/index.m3u8
广东卫视,http://175.20.190.188:888/hls/43/index.m3u8
山东卫视,http://175.20.190.188:888/hls/44/index.m3u8
贵州卫视,http://175.20.190.188:888/hls/45/index.m3u8
黑龙江卫视,http://175.20.190.188:888/hls/46/index.m3u8
河北卫视,http://175.20.190.188:888/hls/47/index.m3u8
东南卫视,http://175.20.190.188:888/hls/48/index.m3u8
湖北卫视,http://175.20.190.188:888/hls/49/index.m3u8
重庆卫视,http://175.20.190.188:888/hls/50/index.m3u8
云南卫视,http://175.20.190.188:888/hls/51/index.m3u8
海南卫视,http://175.20.190.188:888/hls/52/index.m3u8
陕西卫视,http://175.20.190.188:888/hls/53/index.m3u8
青海卫视,http://175.20.190.188:888/hls/54/index.m3u8
河南卫视,http://175.20.190.188:888/hls/55/index.m3u8
山西卫视,http://175.20.190.188:888/hls/56/index.m3u8
内蒙古卫视,http://175.20.190.188:888/hls/57/index.m3u8
江西卫视,http://175.20.190.188:888/hls/58/index.m3u8
广西卫视,http://175.20.190.188:888/hls/59/index.m3u8
西藏卫视,http://175.20.190.188:888/hls/60/index.m3u8
四川卫视,http://175.20.190.188:888/hls/61/index.m3u8
兵团卫视,http://175.20.190.188:888/hls/62/index.m3u8
甘肃卫视,http://175.20.190.188:888/hls/63/index.m3u8
新疆卫视,http://175.20.190.188:888/hls/64/index.m3u8
宁夏卫视,http://175.20.190.188:888/hls/65/index.m3u8
三沙卫视,http://175.20.190.188:888/hls/66/index.m3u8
河南卫视,http://123.7.227.95:8082/hls/18/index.m3u8
北京卫视,http://123.7.227.95:8082/hls/27/index.m3u8
浙江卫视,http://123.7.227.95:8082/hls/28/index.m3u8
湖南卫视,http://123.7.227.95:8082/hls/29/index.m3u8
山东卫视,http://123.7.227.95:8082/hls/30/index.m3u8
安徽卫视,http://123.7.227.95:8082/hls/31/index.m3u8
四川卫视,http://123.7.227.95:8082/hls/32/index.m3u8
天津卫视,http://123.7.227.95:8082/hls/34/index.m3u8
山西卫视,http://123.7.227.95:8082/hls/35/index.m3u8
河北卫视,http://123.7.227.95:8082/hls/36/index.m3u8
江苏卫视,http://123.7.227.95:8082/hls/37/index.m3u8
广东卫视,http://123.7.227.95:8082/hls/38/index.m3u8
东方卫视,http://123.7.227.95:8082/hls/39/index.m3u8
湖北卫视,http://123.7.227.95:8082/hls/40/index.m3u8
深圳卫视,http://123.7.227.95:8082/hls/33/index.m3u8
辽宁卫视,http://123.7.227.95:8082/hls/42/index.m3u8
吉林卫视,http://123.7.227.95:8082/hls/43/index.m3u8
云南卫视,http://123.7.227.95:8082/hls/45/index.m3u8
江西卫视,http://123.7.227.95:8082/hls/46/index.m3u8
陕西卫视,http://123.7.227.95:8082/hls/48/index.m3u8
📺DOX系列,#genre#
QTV-1高清,http://39.88.195.180:9003/hls/35/index.m3u8
QTV-2高清,http://39.88.195.180:9003/hls/36/index.m3u8
QTV-3高清,http://39.88.195.180:9003/hls/37/index.m3u8
QTV-4高清,http://39.88.195.180:9003/hls/38/index.m3u8
📺海外频道,#genre#
CHC动作电影,http://39.88.195.180:9003/hls/39/index.m3u8
深圳体育,http://14.155.134.153:8088/hls/24/index.m3u8
